Estacion,Desde,Hasta,Semana,Polen,Acumulado,Acumulado_num
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Carex,0,0.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Castanea,0,0.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Cupresaceas,857,857.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Fraxinus,0,0.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Gramineas,16,16.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Mercurialis,2,2.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Morus,0,0.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Olea,3,3.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Palmaceas,0,0.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Pinus,8,8.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Plantago,2,2.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Platanus,2,2.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Populus,0,0.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Amarantáceas,20,20.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Quercus,17,17.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Rumex,0,0.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Ulmus,0,0.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Urticaceas,17,17.0
Barcelona - UAB Bellaterra,20/10/2025,26/10/2025,43,Sumatorio,1663,1663.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Alnus,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Alternaria (hongo),128,128.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Artemisa,8,8.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Betula,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Carex,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Castanea,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Cupresaceas,132,132.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Fraxinus,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Gramineas,3,3.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Mercurialis,5,5.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Morus,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Olea,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Palmaceas,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Pinus,1,1.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Plantago,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Platanus,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Populus,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Amarantáceas,1,1.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Quercus,2,2.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Rumex,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Ulmus,0,0.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Urticaceas,7,7.0
Barcelona - UAB Bellaterra,27/10/2025,31/10/2025,44,Sumatorio,287,287.0
Béjar,01/09/2025,07/09/2025,36,Alnus,0,0.0
Béjar,01/09/2025,07/09/2025,36,Alternaria (hongo),0,0.0
Béjar,01/09/2025,07/09/2025,36,Artemisa,1,1.0
Béjar,01/09/2025,07/09/2025,36,Betula,0,0.0
Béjar,01/09/2025,07/09/2025,36,Carex,0,0.0
Béjar,01/09/2025,07/09/2025,36,Castanea,36,36.0
Béjar,01/09/2025,07/09/2025,36,Cupresaceas,1,1.0
Béjar,01/09/2025,07/09/2025,36,Fraxinus,0,0.0
Béjar,01/09/2025,07/09/2025,36,Gramineas,24,24.0
Béjar,01/09/2025,07/09/2025,36,Mercurialis,0,0.0
Béjar,01/09/2025,07/09/2025,36,Morus,0,0.0
Béjar,01/09/2025,07/09/2025,36,Olea,4,4.0
Béjar,01/09/2025,07/09/2025,36,Palmaceas,0,0.0
Béjar,01/09/2025,07/09/2025,36,Pinus,2,2.0
Béjar,01/09/2025,07/09/2025,36,Plantago,2,2.0
Béjar,01/09/2025,07/09/2025,36,Platanus,0,0.0
Béjar,01/09/2025,07/09/2025,36,Populus,0,0.0
Béjar,01/09/2025,07/09/2025,36,Amarantáceas,8,8.0
Béjar,01/09/2025,07/09/2025,36,Quercus,22,22.0
Béjar,01/09/2025,07/09/2025,36,Rumex,4,4.0
Béjar,01/09/2025,07/09/2025,36,Ulmus,0,0.0
Béjar,01/09/2025,07/09/2025,36,Urticaceas,46,46.0
Béjar,01/09/2025,07/09/2025,36,Sumatorio,150,150.0
Béjar,08/09/2025,14/09/2025,37,Alnus,0,0.0
Béjar,08/09/2025,14/09/2025,37,Alternaria (hongo),0,0.0
Béjar,08/09/2025,14/09/2025,37,Artemisa,2,2.0
Béjar,08/09/2025,14/09/2025,37,Betula,0,0.0
Béjar,08/09/2025,14/09/2025,37,Carex,0,0.0
Béjar,08/09/2025,14/09/2025,37,Castanea,18,18.0
Béjar,08/09/2025,14/09/2025,37,Cupresaceas,0,0.0
Béjar,08/09/2025,14/09/2025,37,Fraxinus,0,0.0
Béjar,08/09/2025,14/09/2025,37,Gramineas,13,13.0
Béjar,08/09/2025,14/09/2025,37,Mercurialis,0,0.0
Béjar,08/09/2025,14/09/2025,37,Morus,0,0.0
Béjar,08/09/2025,14/09/2025,37,Olea,7,7.0
Béjar,08/09/2025,14/09/2025,37,Palmaceas,0,0.0
Béjar,08/09/2025,14/09/2025,37,Pinus,7,7.0
Béjar,08/09/2025,14/09/2025,37,Plantago,3,3.0
Béjar,08/09/2025,14/09/2025,37,Platanus,0,0.0
Béjar,08/09/2025,14/09/2025,37,Populus,0,0.0
Béjar,08/09/2025,14/09/2025,37,Amarantáceas,6,6.0
Béjar,08/09/2025,14/09/2025,37,Quercus,19,19.0
Béjar,08/09/2025,14/09/2025,37,Rumex,1,1.0
Béjar,08/09/2025,14/09/2025,37,Ulmus,0,0.0
Béjar,08/09/2025,14/09/2025,37,Urticaceas,55,55.0
Béjar,08/09/2025,14/09/2025,37,Sumatorio,131,131.0
Béjar,15/09/2025,21/09/2025,38,Alnus,1,1.0
Béjar,15/09/2025,21/09/2025,38,Alternaria (hongo),0,0.0
Béjar,15/09/2025,21/09/2025,38,Artemisa,1,1.0
Béjar,15/09/2025,21/09/2025,38,Betula,0,0.0
Béjar,15/09/2025,21/09/2025,38,Carex,0,0.0
Béjar,15/09/2025,21/09/2025,38,Castanea,20,20.0
Béjar,15/09/2025,21/09/2025,38,Cupresaceas,2,2.0
Béjar,15/09/2025,21/09/2025,38,Fraxinus,0,0.0
Béjar,15/09/2025,21/09/2025,38,Gramineas,18,18.0
Béjar,15/09/2025,21/09/2025,38,Mercurialis,0,0.0
Béjar,15/09/2025,21/09/2025,38,Morus,0,0.0
Béjar,15/09/2025,21/09/2025,38,Olea,6,6.0
Béjar,15/09/2025,21/09/2025,38,Palmaceas,0,0.0
Béjar,15/09/2025,21/09/2025,38,Pinus,7,7.0
Béjar,15/09/2025,21/09/2025,38,Plantago,0,0.0
Béjar,15/09/2025,21/09/2025,38,Platanus,0,0.0
Béjar,15/09/2025,21/09/2025,38,Populus,0,0.0
Béjar,15/09/2025,21/09/2025,38,Amarantáceas,6,6.0
Béjar,15/09/2025,21/09/2025,38,Quercus,13,13.0
Béjar,15/09/2025,21/09/2025,38,Rumex,1,1.0
Béjar,15/09/2025,21/09/2025,38,Ulmus,0,0.0
Béjar,15/09/2025,21/09/2025,38,Urticaceas,63,63.0
Béjar,15/09/2025,21/09/2025,38,Sumatorio,138,138.0
Béjar,22/09/2025,28/09/2025,39,Alnus,0,0.0
Béjar,22/09/2025,28/09/2025,39,Alternaria (hongo),0,0.0
Béjar,22/09/2025,28/09/2025,39,Artemisa,0,0.0
Béjar,22/09/2025,28/09/2025,39,Betula,0,0.0
Béjar,22/09/2025,28/09/2025,39,Carex,0,0.0
Béjar,22/09/2025,28/09/2025,39,Castanea,0,0.0
Béjar,22/09/2025,28/09/2025,39,Cupresaceas,0,0.0
Béjar,22/09/2025,28/09/2025,39,Fraxinus,0,0.0
Béjar,22/09/2025,28/09/2025,39,Gramineas,0,0.0
Béjar,22/09/2025,28/09/2025,39,Mercurialis,0,0.0
Béjar,22/09/2025,28/09/2025,39,Morus,0,0.0
Béjar,22/09/2025,28/09/2025,39,Olea,0,0.0
Béjar,22/09/2025,28/09/2025,39,Palmaceas,0,0.0
Béjar,22/09/2025,28/09/2025,39,Pinus,0,0.0
Béjar,22/09/2025,28/09/2025,39,Plantago,0,0.0
Béjar,22/09/2025,28/09/2025,39,Platanus,0,0.0
Béjar,22/09/2025,28/09/2025,39,Populus,0,0.0
Béjar,22/09/2025,28/09/2025,39,Amarantáceas,0,0.0
Béjar,22/09/2025,28/09/2025,39,Quercus,0,0.0
Béjar,22/09/2025,28/09/2025,39,Rumex,0,0.0
Béjar,22/09/2025,28/09/2025,39,Ulmus,0,0.0
Béjar,22/09/2025,28/09/2025,39,Urticaceas,0,0.0
Béjar,22/09/2025,28/09/2025,39,Sumatorio,0,0.0
Béjar,29/09/2025,05/10/2025,40,Alnus,1,1.0
Béjar,29/09/2025,05/10/2025,40,Alternaria (hongo),0,0.0
Béjar,29/09/2025,05/10/2025,40,Artemisa,1,1.0
Béjar,29/09/2025,05/10/2025,40,Betula,0,0.0
Béjar,29/09/2025,05/10/2025,40,Carex,0,0.0
Béjar,29/09/2025,05/10/2025,40,Castanea,10,10.0
Béjar,29/09/2025,05/10/2025,40,Cupresaceas,2,2.0
Béjar,29/09/2025,05/10/2025,40,Fraxinus,0,0.0
Béjar,29/09/2025,05/10/2025,40,Gramineas,26,26.0
Béjar,29/09/2025,05/10/2025,40,Mercurialis,0,0.0
Béjar,29/09/2025,05/10/2025,40,Morus,0,0.0
Béjar,29/09/2025,05/10/2025,40,Olea,7,7.0
Béjar,29/09/2025,05/10/2025,40,Palmaceas,0,0.0
Béjar,29/09/2025,05/10/2025,40,Pinus,9,9.0
Béjar,29/09/2025,05/10/2025,40,Plantago,0,0.0
Béjar,29/09/2025,05/10/2025,40,Platanus,1,1.0
Béjar,29/09/2025,05/10/2025,40,Populus,0,0.0
Béjar,29/09/2025,05/10/2025,40,Amarantáceas,6,6.0
Béjar,29/09/2025,05/10/2025,40,Quercus,28,28.0
Béjar,29/09/2025,05/10/2025,40,Rumex,2,2.0
Béjar,29/09/2025,05/10/2025,40,Ulmus,0,0.0
Béjar,29/09/2025,05/10/2025,40,Urticaceas,49,49.0
Béjar,29/09/2025,05/10/2025,40,Sumatorio,142,142.0
Béjar,06/10/2025,12/10/2025,41,Alnus,0,0.0
Béjar,06/10/2025,12/10/2025,41,Alternaria (hongo),0,0.0
Béjar,06/10/2025,12/10/2025,41,Artemisa,0,0.0
Béjar,06/10/2025,12/10/2025,41,Betula,0,0.0
Béjar,06/10/2025,12/10/2025,41,Carex,0,0.0
Béjar,06/10/2025,12/10/2025,41,Castanea,11,11.0
Béjar,06/10/2025,12/10/2025,41,Cupresaceas,4,4.0
Béjar,06/10/2025,12/10/2025,41,Fraxinus,0,0.0
Béjar,06/10/2025,12/10/2025,41,Gramineas,17,17.0
Béjar,06/10/2025,12/10/2025,41,Mercurialis,0,0.0
Béjar,06/10/2025,12/10/2025,41,Morus,0,0.0
Béjar,06/10/2025,12/10/2025,41,Olea,8,8.0
Béjar,06/10/2025,12/10/2025,41,Palmaceas,0,0.0
Béjar,06/10/2025,12/10/2025,41,Pinus,7,7.0
Béjar,06/10/2025,12/10/2025,41,Plantago,1,1.0
Béjar,06/10/2025,12/10/2025,41,Platanus,1,1.0
Béjar,06/10/2025,12/10/2025,41,Populus,0,0.0
Béjar,06/10/2025,12/10/2025,41,Amarantáceas,4,4.0
Béjar,06/10/2025,12/10/2025,41,Quercus,13,13.0
Béjar,06/10/2025,12/10/2025,41,Rumex,2,2.0
Béjar,06/10/2025,12/10/2025,41,Ulmus,0,0.0
Béjar,06/10/2025,12/10/2025,41,Urticaceas,58,58.0
Béjar,06/10/2025,12/10/2025,41,Sumatorio,126,126.0
Béjar,13/10/2025,19/10/2025,42,Alnus,0,0.0
Béjar,13/10/2025,19/10/2025,42,Alternaria (hongo),0,0.0
Béjar,13/10/2025,19/10/2025,42,Artemisa,1,1.0
Béjar,13/10/2025,19/10/2025,42,Betula,0,0.0
Béjar,13/10/2025,19/10/2025,42,Carex,0,0.0
Béjar,13/10/2025,19/10/2025,42,Castanea,26,26.0
Béjar,13/10/2025,19/10/2025,42,Cupresaceas,4,4.0
Béjar,13/10/2025,19/10/2025,42,Fraxinus,0,0.0
Béjar,13/10/2025,19/10/2025,42,Gramineas,20,20.0
Béjar,13/10/2025,19/10/2025,42,Mercurialis,0,0.0
Béjar,13/10/2025,19/10/2025,42,Morus,0,0.0
Béjar,13/10/2025,19/10/2025,42,Olea,3,3.0
Béjar,13/10/2025,19/10/2025,42,Palmaceas,0,0.0
Béjar,13/10/2025,19/10/2025,42,Pinus,4,4.0
Béjar,13/10/2025,19/10/2025,42,Plantago,1,1.0
Béjar,13/10/2025,19/10/2025,42,Platanus,2,2.0
Béjar,13/10/2025,19/10/2025,42,Populus,0,0.0
Béjar,13/10/2025,19/10/2025,42,Amarantáceas,8,8.0
Béjar,13/10/2025,19/10/2025,42,Quercus,13,13.0
Béjar,13/10/2025,19/10/2025,42,Rumex,1,1.0
Béjar,13/10/2025,19/10/2025,42,Ulmus,0,0.0
Béjar,13/10/2025,19/10/2025,42,Urticaceas,54,54.0
Béjar,13/10/2025,19/10/2025,42,Sumatorio,137,137.0
Béjar,20/10/2025,26/10/2025,43,Alnus,0,0.0
Béjar,20/10/2025,26/10/2025,43,Alternaria (hongo),0,0.0
Béjar,20/10/2025,26/10/2025,43,Artemisa,1,1.0
Béjar,20/10/2025,26/10/2025,43,Betula,0,0.0
Béjar,20/10/2025,26/10/2025,43,Carex,0,0.0
Béjar,20/10/2025,26/10/2025,43,Castanea,26,26.0
Béjar,20/10/2025,26/10/2025,43,Cupresaceas,4,4.0
Béjar,20/10/2025,26/10/2025,43,Fraxinus,0,0.0
Béjar,20/10/2025,26/10/2025,43,Gramineas,20,20.0
Béjar,20/10/2025,26/10/2025,43,Mercurialis,0,0.0
Béjar,20/10/2025,26/10/2025,43,Morus,0,0.0
Béjar,20/10/2025,26/10/2025,43,Olea,3,3.0
Béjar,20/10/2025,26/10/2025,43,Palmaceas,0,0.0
Béjar,20/10/2025,26/10/2025,43,Pinus,4,4.0
Béjar,20/10/2025,26/10/2025,43,Plantago,1,1.0
Béjar,20/10/2025,26/10/2025,43,Platanus,2,2.0
Béjar,20/10/2025,26/10/2025,43,Populus,0,0.0
Béjar,20/10/2025,26/10/2025,43,Amarantáceas,8,8.0
Béjar,20/10/2025,26/10/2025,43,Quercus,13,13.0
Béjar,20/10/2025,26/10/2025,43,Rumex,1,1.0
Béjar,20/10/2025,26/10/2025,43,Ulmus,0,0.0
Béjar,20/10/2025,26/10/2025,43,Urticaceas,54,54.0
Béjar,20/10/2025,26/10/2025,43,Sumatorio,137,137.0
Béjar,27/10/2025,31/10/2025,44,Alnus,0,0.0
Béjar,27/10/2025,31/10/2025,44,Alternaria (hongo),0,0.0
Béjar,27/10/2025,31/10/2025,44,Artemisa,0,0.0
Béjar,27/10/2025,31/10/2025,44,Betula,0,0.0
Béjar,27/10/2025,31/10/2025,44,Carex,0,0.0
Béjar,27/10/2025,31/10/2025,44,Castanea,7,7.0
Béjar,27/10/2025,31/10/2025,44,Cupresaceas,0,0.0
Béjar,27/10/2025,31/10/2025,44,Fraxinus,0,0.0
Béjar,27/10/2025,31/10/2025,44,Gramineas,3,3.0
Béjar,27/10/2025,31/10/2025,44,Mercurialis,0,0.0
Béjar,27/10/2025,31/10/2025,44,Morus,0,0.0
Béjar,27/10/2025,31/10/2025,44,Olea,1,1.0
Béjar,27/10/2025,31/10/2025,44,Palmaceas,0,0.0
Béjar,27/10/2025,31/10/2025,44,Pinus,2,2.0
Béjar,27/10/2025,31/10/2025,44,Plantago,1,1.0
Béjar,27/10/2025,31/10/2025,44,Platanus,0,0.0
Béjar,27/10/2025,31/10/2025,44,Populus,0,0.0
Béjar,27/10/2025,31/10/2025,44,Amarantáceas,0,0.0
Béjar,27/10/2025,31/10/2025,44,Quercus,4,4.0
Béjar,27/10/2025,31/10/2025,44,Rumex,2,2.0
Béjar,27/10/2025,31/10/2025,44,Ulmus,0,0.0
Béjar,27/10/2025,31/10/2025,44,Urticaceas,21,21.0
Béjar,27/10/2025,31/10/2025,44,Sumatorio,41,41.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Alnus,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Alternaria (hongo),8,8.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Artemisa,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Betula,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Carex,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Castanea,1,1.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Cupresaceas,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Fraxinus,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Gramineas,2,2.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Mercurialis,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Morus,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Olea,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Palmaceas,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Pinus,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Plantago,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Platanus,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Populus,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Amarantáceas,1,1.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Quercus,1,1.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Rumex,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Ulmus,0,0.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Urticaceas,7,7.0
Bilbao D.Salud Pública-G.Vasco,01/09/2025,07/09/2025,36,Sumatorio,20,20.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Alnus,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Alternaria (hongo),11,11.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Artemisa,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Betula,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Carex,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Castanea,3,3.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Cupresaceas,1,1.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Fraxinus,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Gramineas,6,6.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Mercurialis,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Morus,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Olea,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Palmaceas,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Pinus,6,6.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Plantago,2,2.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Platanus,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Populus,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Amarantáceas,2,2.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Quercus,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Rumex,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Ulmus,0,0.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Urticaceas,8,8.0
Bilbao D.Salud Pública-G.Vasco,08/09/2025,14/09/2025,37,Sumatorio,39,39.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Alnus,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Alternaria (hongo),23,23.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Artemisa,1,1.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Betula,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Carex,1,1.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Castanea,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Cupresaceas,1,1.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Fraxinus,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Gramineas,12,12.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Mercurialis,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Morus,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Olea,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Palmaceas,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Pinus,2,2.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Plantago,2,2.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Platanus,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Populus,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Amarantáceas,7,7.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Quercus,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Rumex,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Ulmus,0,0.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Urticaceas,28,28.0
Bilbao D.Salud Pública-G.Vasco,15/09/2025,21/09/2025,38,Sumatorio,77,77.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Alnus,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Alternaria (hongo),6,6.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Artemisa,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Betula,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Carex,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Castanea,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Cupresaceas,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Fraxinus,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Gramineas,2,2.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Mercurialis,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Morus,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Olea,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Palmaceas,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Pinus,1,1.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Plantago,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Platanus,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Populus,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Amarantáceas,2,2.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Quercus,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Rumex,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Ulmus,0,0.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Urticaceas,5,5.0
Bilbao D.Salud Pública-G.Vasco,22/09/2025,28/09/2025,39,Sumatorio,16,16.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Alnus,0,0.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Alternaria (hongo),35,35.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Artemisa,0,0.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Betula,0,0.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Carex,1,1.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Castanea,0,0.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Cupresaceas,1,1.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Fraxinus,0,0.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Gramineas,2,2.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Mercurialis,1,1.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Morus,0,0.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Olea,0,0.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Palmaceas,0,0.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Pinus,1,1.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Plantago,1,1.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Platanus,0,0.0
Bilbao D.Salud Pública-G.Vasco,06/10/2025,12/10/2025,41,Populus,0,0.0
